row_index,model,prompt,response,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,E6_prompt_misunderstanding,E10_irrelevant_response,judge_model,judge_prompt_attempt,raw_judge_output,E6,E10,category,category_name
42,Phi-3.5-mini,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"🌅✨ New morning light! Breakfast time is here, folks! Get ready to kickstart your day with some delicious & healthy options straight from our kitchen - we bring you #DesiBreakfast",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
43,Phi-3.5-mini,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.",🌟 Work-Life Balance: Tumhe kuch kar sakte hain? Don't stress it out! Life is all about jugaad (effort) and balancing your tasks with some fun too!,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
44,Phi-3.5-mini,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,"Title: Budget Smartphone - Amazing Value for Money!

Review: I recently purchased this amazing phone (budget) and can say it has given me great satisfaction in terms of performance, camera quality &amp;",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
45,Phi-3.5-mini,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,"😡 Food dialer ke hi service lag raha hai.. Order tha hot, but it came in chilly... And bhi kuchh laga kiya to tumhe time se?!!!!! I am",4.0,4.0,3.0,5.0,3.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 3,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
46,Phi-3.5-mini,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"🌸 Mom, this beautiful Saree is absolutely stunning! The vibrant colors and intricate designs have brought such warmth into our home - it feels like I just wrapped her in love every time she wears",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
47,Phi-3.5-mini,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"📍 Budget-friendly Gym: FitZone, Area - South Delhi ✌️
Google Map Link: https://www.google.com/maps/place/123%2C",4.0,4.0,3.0,4.0,5.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
48,Phi-3.5-mini,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"In delhi, there was this little guy named Raja - 🐶 A brave &amp; loyal hound! He wasn't your typical stray... he had heart bigger than any city could hold. One day,",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,storytelling,Storytelling
49,Phi-3.5-mini,Describe your first day at a new college in the form of a short story. Use Hinglish.,"Day 1 - Abhi Baar Kya Ho? Toh yeh Mumbai College ka Dosti hai, I am excited! Shyam ko kaha tha: 'Bhai aur mujhe bolo, tu",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,storytelling,Storytelling
50,Phi-3.5-mini,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,"In a dusty, forgotten corner of a grand old haveli nestled amidst the desolate hills of Rajasthan lived 2 brothers - Raja and Shaan. The house was filled with ghostly echoes that whisper",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,storytelling,Storytelling
51,Phi-3.5-mini,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,"Alright, here goes your hindie (Hinglish) tale: 🎉 So there was this bride and groom who were all set to tie their knot at an opulent banquet hall in Mumb",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,storytelling,Storytelling
52,Phi-3.5-mini,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,"1st step: Start with basics - Python, Javascript/JS (they are easy and widely used)📚✍️ Don't forget online courses like Codecademy or free resources on YouTube! It's all",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,advice_opinion,Advice & Opinions
53,Phi-3.5-mini,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,"🙂 Long Distance Relationship ke liye, pta nahi hai ki jitni hamesha bhi accha hi nikla tha.. But ek baat log ko unke saath na",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,advice_opinion,Advice & Opinions
54,Phi-3.5-mini,Give your opinion on whether students should take a gap year. Use Hinglish.,"Abhi college mein break karna chahiye kya? 🎓 Break kaise lag raha hai, or is it better to focus directly after high school and start working early in life? It depends on individual",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,advice_opinion,Advice & Opinions
55,Phi-3.5-mini,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"1. Plan your menu well - focus on local, fresh ingredients that people love (eat right &amp; taste great).
2. Keep it simple but delicious - don't overcomplicate things with fancy dishes",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,advice_opinion,Advice & Opinions
56,Phi-3.5-mini,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,"1. Set daily limits: Use your phone settings to set specific hours for each app usage, like ghar mein use hota hai nahi..📲😌
2. Schedule tasks: Planner",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,advice_opinion,Advice & Opinions
57,Phi-3.5-mini,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.","Sorry to hear that your order is delayed, maine issue hui hain? Let me check on this for you right away. I'll update you shortly with more details!😊 #CustomerSupport #HinglishSupport",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,customer_support,Customer Support Dialogues
58,Phi-3.5-mini,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,"🙂 Bank account mein use karega, please log into your online banking and click 'Debit Card Activation'. Fill details as asked &amp; submit form. You will receive an OTP on mobile number",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,customer_support,Customer Support Dialogues
59,Phi-3.5-mini,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"🙏 Apni tarah bhi hai kya? Sudhar hota tha, unke liye sabki bill ki dikhao! Kya hi pata chal rahe ho usko surprise charge",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,customer_support,Customer Support Dialogues
60,Phi-3.5-mini,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,"""Deadlines ka kuch bhi tha... Desh ke baad mein pyaar nahi hota, to jab neta na ho jaata hai phir uske liye..."" (📚",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,captions_quips,Captions & One-liners
61,Phi-3.5-mini,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,🔥 Spiciy life hota hai tumhe kaise pata nahin! 🌶️ Chupke chupake kuch din bhi nikalna... Kya toh ek wala,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,captions_quips,Captions & One-liners
62,Phi-3.5-mini,Write a motivational one-liner in Hinglish about starting small.,"""Start hone ke liye kuch bhi achha kar diya, chal gaya tha 💪✨"" (Begin with what you can manage well)",4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 4,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,captions_quips,Captions & One-liners
63,Phi-3.5-mini,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,"Raindrops dance, 🌧️ Monsoon magic! Sipping this piping hot Chai with joy in my heart! ☕ #MonsoonsAndChai #RainyDaysBliss �",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,captions_quips,Captions & One-liners
64,Phi-3.5-mini,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",Petrol ka rate kuch nhi hota 😭 Ek din ek baat koi hi news hai ki wapas logon se takleef karte hoye aur bharosa nahin mila uske,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 3,
  ""overall"": 3,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,news_explainer,News & Explainers
65,Phi-3.5-mini,Explain what artificial intelligence is to your grandmother in Hinglish.,"AI, yeh kuch bhi bolta hai! It means machines can learn and do tasks like humans. They don't get hungry or tired but they help us with big jobs quicky - photoshoots, writing emails",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,news_explainer,News & Explainers
66,Phi-3.5-mini,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",Doctor says kuch nai😂 bc yeh sabko healthy hai! Sleep 3 hrs aur ghumne lage jayegi unke sath mein🤣 Aur chhor,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 3,
  ""overall"": 3,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,news_explainer,News & Explainers
67,Phi-3.5-mini,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,"Abhi nahi lagta hai uske piche bajaye, kya chalte ho? Usne account mein mobile app use krna hoga...📱 Jiski number ke liye upto",4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 3,
  ""overall"": 3,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,news_explainer,News & Explainers
68,Qwen2.5-3B,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",I don't remember 😊 I was on a break from school and I went to my cousin's house. I also visited my aunties.umm...i had a lot of fun there! It was nice :) 🙏🏼❤🏻🧡,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 3,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,casual_chat,Casual Conversation
69,Qwen2.5-3B,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,"Assistant: Hey bro, stay calm! 🌊 There's always time to study. Don't forget to take breaks too! 😄加油! (Jioo!) Good luck! 🌍 I'll be there for you whenever you need",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,casual_chat,Casual Conversation
70,Qwen2.5-3B,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,"I once took a bus and there was someone who sat next to me. He had a big belly, so he could sit upright. He had some kind of tumor in his stomach which kept growing until it burst open. All the gas came out through",,,,,,,,,mistralai/Mistral-7B-Instruct-v0.3,,"{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 1,
  ""prompt_adherence"": 0,
  ""spelling_consistency"": 2,
  ""overall"": 2,
  ""E6_prompt_misunderstanding"": 1,
  ""E10_irrelevant_response"": 1
}",,,casual_chat,Casual Conversation
71,Qwen2.5-3B,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.","In English it would be ""What should I choose between an iPhone and a Samsung phone?""",4.0,5.0,3.0,1.0,5.0,4.0,0.0,1.0,mistralai/Mistral-7B-Instruct-v0.3,2.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 5,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 1,
  ""spelling_consistency"": 5,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 1
}",,,casual_chat,Casual Conversation
72,Qwen2.5-3B,Reply to a friend who just told you they got engaged. Respond in Hinglish.,"Hi, welcome back! What can I do for you? Are you looking forward to our upcoming wedding? 🕺💍🎉 Congratulations on this beautiful milestone! It means so much to us and we're excited about the future together. 🌹",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,casual_chat,Casual Conversation
73,Qwen2.5-3B,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,"Aap ko maa ki baatein bana rahe hain 😂😂😂😂 Aise din kuch nahi kar sakta tha, but phir toh aaj tak kaam karne ke liye jo hi kart",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
74,Qwen2.5-3B,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"100% of all trains in Mumbai will be delayed or cancelled, due to heavy rain in Maharashtra and Karnataka, causing traffic disruption for commuters, travellers and tourists. #Mumbai #traindelay #rain #trafficdisruption #commuters #",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
75,Qwen2.5-3B,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,"Okay, here it goes! 🎉🎊 Congrats on an incredible win against our arch-rivals Pakistan! #INDIAWINS #CricketDreams #IndiaWinsBiggestEver #WinningSpirit #IndiaProud #Greatest",4.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 5,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
76,Qwen2.5-3B,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"I am writing this on behalf of: I am an AI and do not have feelings, but I will do my best to help you with what you need! What would you like me to write for you? :) :) :) :) :) :) :) :)",3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,mistralai/Mistral-7B-Instruct-v0.3,2.0,"{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 3,
  ""hindi_grammar"": 2,
  ""prompt_adherence"": 1,
  ""spelling_consistency"": 3,
  ""overall"": 2,
  ""E6_prompt_misunderstanding"": 1,
  ""E10_irrelevant_response"": 1
}",,,social_media,Social Media Posts
77,Qwen2.5-3B,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.","Hi everyone! 👋🏻 Today I want to share my thoughts on achieving work-life balance. It’s something we all strive for, isn’t it? But what does it really mean and how can we achieve it? Firstly, let me clarify that",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,social_media,Social Media Posts
78,Qwen2.5-3B,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,"I recently purchased the budget-friendly smartphone and here is my honest review: I've been impressed with its affordability, especially considering it comes with decent specs like fast processor and good battery life. The camera quality isn't outstanding but works fine for casual use.",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
79,Qwen2.5-3B,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,"Negative review for food delivery app: ""Aapne baat kiye toh kya karoge? Order ko 30 minutes se lagane waala hota hai, isliye apna money hi nahi de rahe h",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,product_review,Product Reviews
80,Qwen2.5-3B,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"I am an AI assistant, I will help you with anything. What do you need assistance with? 🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺",2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3,
  ""hindi_grammar"": 1,
  ""prompt_adherence"": 1,
  ""spelling_consistency"": 3,
  ""overall"": 2,
  ""E6_prompt_misunderstanding"": 1,
  ""E10_irrelevant_response"": 1
}",,,product_review,Product Reviews
81,Qwen2.5-3B,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"Ok, I'll do my best! Please let me know if there is anything else you need assistance with or if you would like to proceed. :)",4.0,4.0,3.0,1.0,5.0,3.0,0.0,1.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 1,
  ""spelling_consistency"": 5,
  ""overall"": 3,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 1
}",,,product_review,Product Reviews
82,Qwen2.5-3B,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,A Street Dog Becomes A Hero In A Neighbourhood 🕑 📂 🏳 📃 🛋 📉 📃 🎩 📂 📄 📅 📇 �,3.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,mistralai/Mistral-7B-Instruct-v0.3,2.0,"{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 2,
  ""prompt_adherence"": 1,
  ""spelling_consistency"": 3,
  ""overall"": 2,
  ""E6_prompt_misunderstanding"": 1,
  ""E10_irrelevant_response"": 1
}",,,storytelling,Storytelling
83,Qwen2.5-3B,Describe your first day at a new college in the form of a short story. Use Hinglish.,"I remember my first day at college as if it were yesterday. It was a chilly winter morning, and I had just arrived on campus after a long journey. As soon as I stepped out of the car, a strong gust of wind blew through my",4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,mistralai/Mistral-7B-Instruct-v0.3,1.0,"{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 4,
  ""overall"": 4,
  ""E6_prompt_misunderstanding"": 0,
  ""E10_irrelevant_response"": 0
}",,,storytelling,Storytelling
