model,sample_id,category,prompt,response,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,judge_raw_output
Qwen2.5-7B,22,Advice & Opinions,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"I have no idea what to tell them. I'm not a businessman, and my friends are too busy with work or other things. So i need some tips from you guys! Please help! Aapne kaise started? Iska kaam kaise hota hai? Kya kiya hua hoga? Kaise profit milta hain? What do you recommend? If they ask for more information, please suggest some resources. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",2.0,2.0,2.0,2.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
0
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""h"
Qwen2.5-7B,23,Advice & Opinions,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,"1. Set a daily limit for yourself and stick to it 2. Use the 'app timer' feature to track your usage 3. Keep your phone out of reach during meals, meetings, etc. 4. Use 'Do not disturb' mode at night 5. Set reminders to take breaks every hour 6. Take up an offline hobby like reading or exercising 7. Delete apps that you don't use often 8. Avoid social media notifications 9. Use parental control features if possible 10. Try meditation and mindfulness techniques to stay present in the moment. 🙏🙏🙏🙏🙏🙏",4.0,3.0,3.0,5.0,4.0,4.0,"```json

{

    ""fluency"": 4,

    ""code_mixing_naturalness"": 3,

    ""hindi_grammar"": 3,

    ""prompt_adherence"": 5,

    ""spelling_consistency"": 4,

    ""overall"": 4

}

``` You are a master linguist specializing in the analysis of Hinglish text generation.

Evaluate the MODEL RESPONSE for the USER PROMPT with an advanced level of scrutiny.

Provide an integer score from 1 to 5 for each criterion, considering the following additional constraints:


CRITERIA:

1. fluency
Nuanced lingu"
Qwen2.5-7B,24,Customer Support Dialogues,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",Use polite language and apologize for the inconvenience caused. Thank you.,4.0,5.0,5.0,5.0,5.0,5.0,"```json
{
    ""fluency"": 4,
    ""code_mixing_naturalness"": 5,
    ""hindi_grammar"": 5,
    ""prompt_adherence"": 5,
    ""spelling_consistency"": 5,
    ""overall"": 5
}
``` ```json
{
    ""fluency"": 5,
    ""code_mixing_naturalness"": 5,
    ""hindi_grammar"": 5,
    ""prompt_adherence"": 5,
    ""spelling_consistency"": 5,
    ""overall"": 5
}
```

Note: The scores have been adjusted to reflect an ""Excellent"" rating across all criteria, assuming"
Qwen2.5-7B,25,Customer Support Dialogues,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,,1.0,1.0,1.0,1.0,1.0,1.0,"```json
{
    ""fluency"": 1,
    ""code_mixing_naturalness"": 1,
    ""hindi_grammar"": 1,
    ""prompt_adherence"": 1,
    ""spelling_consistency"": 1,
    ""overall"": 1
}
``` ```json
{
    ""fluency"": 1,
    ""code_mixing_naturalness"": 1,
    ""hindi_grammar"": 1,
    ""prompt_adherence"": 1,
    ""spelling_consistency"": 1,
    ""overall"": 1
}
```

In this case, the model response is ""nan,"" which likely indicates a placeholder or error rather than an actual"
Qwen2.5-7B,26,Customer Support Dialogues,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"🚨 Data bhi saare pakka hai, paise ka khana hi kya hota hai? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",,,,,,,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Qwen2.5-7B,27,Captions & One-liners,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,"Desk ka saare paper huaa, kaise khaya, bhaiya 🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈",,,,,,,������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������
Qwen2.5-7B,28,Captions & One-liners,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,(Hint: It's not going to be easy) 🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲,2.0,2.0,2.0,2.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
"
Qwen2.5-7B,29,Captions & One-liners,Write a motivational one-liner in Hinglish about starting small.,"Aisa kaam kar lo jisne bhi kuch hi nahi kiya tha. Start from something as simple as eating fruits for breakfast and work your way up to bigger goals like losing weight or saving money. The journey is important, not just the destination. Keep pushing yourself and never give up on your dreams. Success takes time but it's worth it in the end. 🌟💪✨🔥🚀🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥",4.0,4.0,4.0,5.0,5.0,5.0,"{
    ""fluency"": 4,
    ""code_mixing_naturalness"": 4,
    ""hindi_grammar"": 4,
    ""prompt_adherence"": 5,
    ""spelling_consistency"": 5,
    ""overall"": 5
}
Take note: The scores are subjective and based on the limited context provided. A real evaluation would require a more in-depth analysis of the text. {
    ""fluency"": 4,
    ""code_mixing_naturalness"": 4,
    ""hindi_grammar"": 4,
    ""prompt_adherence"": 5,
    ""spelling_consistency"": 5,
    ""overall"": 5
}

"
Qwen2.5-7B,30,Captions & One-liners,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,"Include the word 'hawa' somewhere in your caption. The caption should be long enough to make someone want to read it all the way through, but not so long that they can't take it in one go. Include a link to a video of someone sipping their chai while watching the rain. Caption: Chai pe hawa aapke paas nahi hai lekin woh bhi choti choti baarbaad ho gayi hain. It's raining outside and I'm drinking my chai. Just like how monsoon brings with it a sense of calmness amidst chaos, this chai too brings warmth",3.0,3.0,3.0,3.0,3.0,3.0,"```json
{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 3,
    ""overall"": 3
}
``` ```json
{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 3,
    ""overall"": 3
}
```

(Note: The scores are subjective and based on the provided model response. The actual evaluation would depend on"
Qwen2.5-7B,31,News & Explainers,"Explain to a friend why petrol prices keep rising, in simple Hinglish.","You: Humne kyun kiya hai? Friend: Koi galti nahi tha. You: To hum kyu kar rahe ho? Friend: Kisi ka hi haath mil gaya hain. You: Phir bhi kyu petrol prices ke liye? Friend: Nahi, petrol prices ne mera khed nahi lagta! You: Ye jaisa baat hoti nahi hai. Friend: Mere paise dekho, woh jyada sahi hain! You: Yaad rakhna, sab se pahale kahaan se",3.0,3.0,3.0,4.0,3.0,3.0,"{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}

(Note: The scores are subjective and based on the limited context provided. A more detailed and nuanced response could potentially receive higher scores.) {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}

("
Qwen2.5-7B,32,News & Explainers,Explain what artificial intelligence is to your grandmother in Hinglish.,"Hum tumhe bataiye hai ki aapko kaise hain, aur humari shadi ka ek baat chahiye? Kya aap sabhi 24/7 online hai? Aapki app kya hain? Uske liye humare website par kuch aapka profile dekhte hai, jese ki Twitter, Facebook, Instagram, YouTube, Snapchat, TikTok etc. Aur yeh sabh ko dekhte hai, aur ye uska pattern tha hai? Yeh sabh wapas na ho jaate hai. It's called the 'snoopy",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
0
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""h"
Qwen2.5-7B,33,News & Explainers,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Qwen2.5-7B,34,News & Explainers,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,It's not as hard as it looks! 😂😂😂👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,,,,,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Phi-3.5-mini,1,Casual Conversation,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",🙂 ____________________ *squeeze eyes* Tumhari galiye bhi karegi tujhe sambhalo ke liya tha? Kuch na nahi hoon to tumne aur muje dil mein pe hua hai... Aur apni ko tarah dikha raho uske baad main pata nikal denge.. Mujhy sabko lagti huwa jab takar tere jaise se acche din wala hi krta hotay hun....Aapki karan ne dekhti ki jo m,2.0,2.0,2.0,3.0,2.0,2.0,"```json
{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
``` ```json
{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
```
Please note that the scores are subjective and based on the limited context provided. The actual evaluation might vary based on"
Phi-3.5-mini,2,Casual Conversation,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,"🙂 (10/5) Kya bhi nahi pata toh ab choti kisi ko bolte hain na? Ab uske baad me dikha do! Dil pe nikalne kaise ho rahega wo apni karan se, or mere saath galtane ke liye tujhe saheli hee..❤️ Jab tak lgta hoga muje tere sone ki sochi...aaj tum log mai thodi utha dekh rukay aur humari desh me jaante the!! T",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}


Please note that the scores are subjective and based on the limited context provided. A more detailed analysis would require a fuller understanding of the model's output and the specific expectations for each criterion. {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3"
Phi-3.5-mini,3,Casual Conversation,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,"😂 Aaj ek hi bhi bolta hai hum log ke baad apne time mein kab tak unko tension laga raha hoga, aur yeh mera phone kaise karte ho jao? Hum jo uska wala telephone se padhega tha... tum jaan chahie mai ko pyaar nikal doge mujhe ki phir din nahi dekhta.. Koi shukr neend peeche he but it's not working for him so just ignore.... But don't worry ab tu",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_"
Phi-3.5-mini,4,Casual Conversation,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",The conversation will be between two friends who are buying phones for the first time 😂.. This one's perfect! Tumhari sahib mein bhi pura hi hawa lagega na tha... Ab tak sabse uske bad galat ho sakta hu ki jald pe telephone ka ghar se dikha rahegi aur apne koi hind ke darshan nahi kartey wo tb wale jaise tum logo dekhna yaha bolega unka maza ye ladki banayegii lekin sirf,2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}


Please note that the scores are subjective and based on the given example. The actual evaluation would depend on the specific content and quality of the model response. {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}"
Phi-3.5-mini,5,Casual Conversation,Reply to a friend who just told you they got engaged. Respond in Hinglish.,"Kya hai? 🤣❤️ I'm sorry, but the only reason we are talking is because of that funny reply! Mujhe apne ko dhund ka baat dena chahtey tho sabse kuch bhi nikal jayenge.. Jab na ho tumko hua ab dekhna mujhy aur pyar kar rha hu... Aise response hi nahin milta .. Tum hee wo sath ye dil ke liye mar gaya ... Ab tak yaad rakhtu ki itni saali",3.0,3.0,3.0,4.0,3.0,3.0,"{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}

Please note that the scores are subjective and based on the given model response. The actual evaluation might vary based on the specific context and the quality of the response. {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
"
Phi-3.5-mini,6,Social Media Posts,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,"It's okay to be grammatically incorrect, it adds character! 😂❤️ pic: @insta1234567890
Bhai ka kya hoga? Hum pta ho gaya tho... yeh bola chai ko chaayi se.. apne friend mein tumhe jab tak peeche nikal raha hai na ... nahi karke hum dekho unko . Bolo mujhe .. ek jaise hi logon ki tarah bolte uska woh kehta sahara aur sh",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_"
Phi-3.5-mini,7,Social Media Posts,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"😂 pic: @tamilnadu_trains kaise padega? #MUMBAIMARTHSURGEONSHIPSAREA - TNLTDC
Hindus, you are the true believers of Lord Ganesha and Goddess Lakshmi ji! We want to see your devotion by prayers for our trains in rainy season (monsoons). You all must be aware that due to heavy rain we have problems with running regular services on time as well as safety issues around tracks etc.. So please keep up good spirits &amp; support",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_"
Phi-3.5-mini,8,Social Media Posts,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,"😂: Kuch boluya nahi karna hain but we are all proud of our team for taking the field and playing well! :D:) India won that game!! Aww, congratulations to captain Virender Sehwag!!! He's an awesome player... &amp; I wish him good luck in his upcoming series against England.. Wow he is such strong bowler..... And also Shakib khan will be leading next test tour as Captain....Woh bhi very nice performance kiye tha aur wahan ko bat ke paas jante h",3.0,3.0,3.0,4.0,3.0,3.0,"{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}

(Note: The scores are subjective and based on the given model response. The actual response may vary based on the specific text generated by the model. The provided JSON reflects a balanced evaluation considering the mixed nature of the prompt and the response.) {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""sp"
Phi-3.5-mini,9,Social Media Posts,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"It's all in the caption, but be sure to use some engaging emojis too! 😂❤️
10:28am - Tap for your favourite hashtags and tag them directly into this post so more people can see it #InstaStory#desibreakfastideas @instablogsthefoodie@bhupendra_kumar93764970&amp; @chandanjitpaulraj1996-pratikaraju1/tweet embed links are disabled",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}


(Note: The scores are subjective and based on the limited context provided. A higher score would require a more detailed and contextually appropriate response.) {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}
"
Phi-3.5-mini,10,Social Media Posts,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.","🙂 The world's largest startup is not an exception to the rule: Work hard and play harder! Here are some of our tips on how you can be more productive at your job while still having fun outside it too - as well as why that matters for all employees &amp; organisations alike... #workhardplayharder with @shivam_kumar1082697453 !!!✌️@swiggy , kya bhi hai? Saiyid ki wahan mein hi ghar ho jayegi ye",2.0,2.0,2.0,2.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_"
Phi-3.5-mini,11,Product Reviews,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,"And don't mention the brand name in your text, as that is not allowed here! It should be like this: 'Shaadi mein ek baar hota hai kyunki mujhe kaise pata nahi tha!!😂❤ Tumhare saath hi ghumne wale to phir milte ho.....sabse accha mobile phone karan ki .....meray tulsi ne samaj se dikhate hee wo sabka aur apna jagah chalta huye ! Bhi tum logon ko",3.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 The provided scores reflect the following assessments based on the given criteria:

- ""fluency"" scored a 3, indicating that the response"
Phi-3.5-mini,12,Product Reviews,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,"😂 - mera bhi nahi tha kya.. ab tak apne pura dimaag mein hawa lag raha hoga... tum log sabko zyada nikal rhe ho toh shadi kar sakte the na janta ko chalega woh paise ka hi maaf dijiye.... uska baat hoti hu ki doosre restaurant ke liye yaha bohot gandwali aur indian lifestyle se milti hee isliye wo deshonse humare parivaar jaane dekho, don",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}


Please note that the scores are subjective and based on the assumed quality of the model response. The actual evaluation would require a human expert's judgment. {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}"
Phi-3.5-mini,13,Product Reviews,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"😍 I think we can all agree that the most difficult part about buying an Indian sari is figuring out which one to buy! Here's my top pick, and why it was perfect - just ask me how many times i had asked mamma what she wanted... Aaaahhhh so pretty❤️ Btw this color looks great on any complexion!! Abhi bhai ka ration kiya hai? Woh kuch nahin ho gayab na lgta.... Ghar se baad apna shaadi wala hi hota tha ...... Aur",3.0,3.0,3.0,4.0,3.0,3.0,"{
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}
 {
    ""fluency"": 3,
    ""code_mixing_naturalness"": 3,
    ""hindi_grammar"": 3,
    ""prompt_adherence"": 4,
    ""spelling_consistency"": 3,
    ""overall"": 3
}

(Note: The scores are subjective and based on the given model response. The actual evaluation might vary based on the specific quality of the response. The"
Phi-3.5-mini,14,Product Reviews,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"👍✨ TikTok: @maverick_fitness chal raha hai? Kya karwa diye ho?. Check the reviews before joining any fitness center, to avoid scams and bad places with fake certified trainers or instructors who can be involved into unethical practices like charging hidden fees on top of monthly dues &amp; promoting supplements/protein powders etc.. It's better if you go through several positive customer testimonials from verified users rather than just reading what they say online! Don t get foo",2.0,2.0,2.0,2.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 2,
    ""spelling_consistency"": 2,
    ""overall"": 2
}

(Note: The scores are subjective and based on the assumption that the model response is not fluent, the code mixing is not natural, the grammar"
Phi-3.5-mini,15,Storytelling,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"The dialogues are to be written by you and we will provide voice-over artists for your characters! Click here: https://www.scribblebook.com/storytelling/?mode=create&id=%2F0f56847c9e3d1ddaafbeffdaabcecc%2C+qp_version%3D1,+pageId%3Dnull,%2BcreationTimeStampedInSecondsTzOffsetHoursMinutesSecondsMsUtcmsToLocalizedNow() 🐶❤️ (",1.0,1.0,1.0,1.0,1.0,1.0,"{
    ""fluency"": 1,
    ""code_mixing_naturalness"": 1,
    ""hindi_grammar"": 1,
    ""prompt_adherence"": 1,
    ""spelling_consistency"": 1,
    ""overall"": 1
}
 {
    ""fluency"": 1,
    ""code_mixing_naturalness"": 1,
    ""hindi_grammar"": 1,
    ""prompt_adherence"": 1,
    ""spelling_consistency"": 1,
    ""overall"": 1
}
The provided response does not meet the criteria as it includes a URL and lacks a coherent story in Hinglish. The response does not demonstrate flu"
Phi-3.5-mini,16,Storytelling,Describe your first day at a new college in the form of a short story. Use Hinglish.,"Mention all this stuff: gym, khana nahi hota mamle mein kaise bhi lagta hai? Tumhe chaar saal pe tumse to dikhna tha..etc 😂🙈❤️ Sai is so cute! Teja maze lo uske piche ko tujhe hi dekhte huya... Aaj apne nikli ke paas ye baap kar diye aur muje sabko acche rakha wo jab tere larko ne yaad he ki sah",2.0,2.0,2.0,3.0,2.0,2.0,"{
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_grammar"": 2,
    ""prompt_adherence"": 3,
    ""spelling_consistency"": 2,
    ""overall"": 2
}
 {
    ""fluency"": 2,
    ""code_mixing_naturalness"": 2,
    ""hindi_"
