row_index,model,fluency_original,code_mixing_naturalness_original,hindi_grammar_original,prompt_adherence_original,spelling_consistency_original,overall_original,fluency_perturbed,code_mixing_naturalness_perturbed,hindi_grammar_perturbed,prompt_adherence_perturbed,spelling_consistency_perturbed,overall_perturbed
266,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
266,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0
266,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0
267,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
267,Phi-3.5-mini,3.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
267,Qwen2.5-3B,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
267,Qwen2.5-7B,4.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0
268,HingGPT,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0
268,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0
268,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
268,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
269,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
269,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
269,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
269,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
270,HingGPT,2.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0
270,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
270,Qwen2.5-3B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0
270,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
271,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0
271,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
271,Qwen2.5-3B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0
271,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
272,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0
272,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
272,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
272,Qwen2.5-7B,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0
273,HingGPT,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
273,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0
273,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
273,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0
274,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
274,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
274,Qwen2.5-7B,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0
275,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
275,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0
275,Qwen2.5-3B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
275,Qwen2.5-7B,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
276,HingGPT,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
276,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
276,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
276,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0
277,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
277,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
277,Qwen2.5-3B,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0
277,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
278,HingGPT,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
278,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
278,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
278,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
279,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
279,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
279,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
279,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
280,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
280,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0
280,Qwen2.5-3B,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
280,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
281,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
281,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
281,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0
281,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0
282,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
282,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
282,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
282,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
283,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
283,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
283,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
283,Qwen2.5-7B,3.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
284,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
284,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
284,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
284,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
285,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0
285,Qwen2.5-3B,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
285,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0
286,HingGPT,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
286,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
286,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
286,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
287,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0
287,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0
287,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
287,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
288,HingGPT,3.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
288,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
288,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0
288,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0
289,HingGPT,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
289,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
289,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
289,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0
290,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
290,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0
290,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
290,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
291,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
291,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
291,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0
291,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0
292,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
292,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
292,Qwen2.5-3B,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0
292,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0
293,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
293,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,3.0
293,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
293,Qwen2.5-7B,4.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0
294,HingGPT,2.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
294,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
294,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
294,Qwen2.5-7B,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
295,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
295,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0
295,Qwen2.5-3B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0
295,Qwen2.5-7B,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0
296,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
296,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
296,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
296,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
297,HingGPT,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
297,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0
297,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0
297,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
298,HingGPT,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0
298,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0
298,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
298,Qwen2.5-7B,3.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,5.0,1.0,2.0
299,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0
299,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
299,Qwen2.5-3B,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
299,Qwen2.5-7B,4.0,4.0,3.0,5.0,5.0,4.0,,,,,,
300,HingGPT,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0
300,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0
300,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,5.0,2.0
301,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0
301,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0
301,Qwen2.5-3B,3.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
301,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0
302,HingGPT,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
302,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
302,Qwen2.5-3B,3.0,5.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0
302,Qwen2.5-7B,3.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
303,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
303,Phi-3.5-mini,3.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
303,Qwen2.5-3B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
304,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0
304,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
304,Qwen2.5-3B,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0
304,Qwen2.5-7B,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0
305,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
305,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0
305,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
305,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
306,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
306,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
306,Qwen2.5-3B,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
306,Qwen2.5-7B,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
307,HingGPT,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
307,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
307,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0
307,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
308,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
308,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
308,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
308,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
309,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
309,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
309,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0
309,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
310,HingGPT,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
310,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0
310,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
310,Qwen2.5-7B,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,5.0,3.0
311,HingGPT,2.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
311,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0
311,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0
311,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0
312,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
312,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
312,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
312,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0
313,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
313,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
313,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
313,Qwen2.5-7B,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
314,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0
314,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0
315,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
315,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
315,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
315,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
316,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
316,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
316,Qwen2.5-3B,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0
316,Qwen2.5-7B,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
317,HingGPT,3.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0
317,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
317,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
317,Qwen2.5-7B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
318,HingGPT,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
318,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
318,Qwen2.5-3B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
318,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0
319,HingGPT,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
319,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
319,Qwen2.5-3B,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0
319,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
320,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
320,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
320,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0
320,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0
321,HingGPT,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0
321,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
321,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
321,Qwen2.5-7B,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
322,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0
322,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
322,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
322,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0
323,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
323,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
323,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
323,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
324,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
