pair_model_1,pair_model_2,sample_id,prompt,displayed_A_model,displayed_B_model,position_swapped,response_A,response_B,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,judge_raw_output,error,fluency_winner,code_mixing_naturalness_winner,hindi_grammar_winner,prompt_adherence_winner,spelling_consistency_winner,overall_winner
HingGPT,Qwen2.5-7B,6,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,Qwen2.5-7B,HingGPT,True,"20 words max. You can use the following keywords: chaat, garam, kachori, sabzi, bhindi, paani puri, jalebi, dahi bhalla, sev, kulfi, kebab, tandoori, paratha, dal makhni, pakora, chana masala, biryani, samosa, vada pav, batata fry, bhelpuri, pani puri, sev, kheer, lassi, golgappa, paan, gulab jamun, raita, paneer tikka, sh","Then check the ground reality . It ' s not about Hindus , it ' s about politics and politics . This is what India has learnt from this . If we think that way , we have to be careful about it . And it ' s a big question . I think its all about democracy . So if we think that ' s true then it is not possible . We need to do something on our own . We don ' t want to go on a serious note . We must support Modiji . We know he will save us . We are also not like Modi ji . We are not afraid of his actions . We have to stand by him",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,7,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,Qwen2.5-7B,HingGPT,True,"Your post should include: 1) Complaint about the trains being too packed, with people not able to move around or even stand up straight. 2) Mention that it's raining and the trains are muddy. 3) Complain about the loud music and noise from other passengers. 4) Express frustration at how long you have been waiting for your train. 5) Use emojis like 🚅 ⛅ ♾️ 😡 to add emotion and sarcasm to your message. 6) End by tagging the relevant authorities responsible for the Mumbai local trains. 💰 💸 💲 💳 💵 �","Its the same thing that happened to T ir up ati , C ot ton , S pain , C raw ley , F lo yd etc . Its all good for UP as well as this city and I guess it will be good for people in future . You ' re a mere shell of a man who knows how to play . The one you can ' t blame is not enough . It ' s high time he should change his mind . We have to do our best to take strong action against these goons . We are with you . Don ' t let these kind of fake farmers become heroes . Jai Hind 🇮🇳 🙏🏻 🇮🇳 🇮🇳 🕉 🙏 🇮🇳🙏 🕉",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,8,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,HingGPT,Qwen2.5-7B,False,Watch the video and see if it ' s true . He is very kind hearted person . He has genuine feelings for people like you . But we will never get into this trap . Aise logo ko kadi se kadi saja milni chahiye . Jai Hind 🇮🇳 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🙏🏻 🇮🇳 🇮🇳,🇮🇳❤️🙏🏻🤞🏽👍🏼🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,,,,,,,��������������������������������������������������,Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,9,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Learn Neela Ja doo . A va il . A va il . A va il . A va il . A va il . A va il . No one can come close to you . So , be it ! Watch . Only on A wa il . O re o mo neela o ba ka bo . O e kana . I no w / o any of the above . My o card number . And the list is endless . I ' ll check out my old e - mail . P interest it . I ' m not even sure if I ' ve ever seen it . ( 2 / 2 ) ye kaise ho sakta h ? is this how","Include the link to your video in your story text. Add an emoji of a plate with eggs and paratha. Make sure you add the right hashtags like #foodporn, #eatmehappy, etc. Don't forget to tag the person who helped you make these recipes! You'll love them so much! 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
_
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,10,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.",Qwen2.5-7B,HingGPT,True,Use phrases like 'abhi tak nahi' and 'kaise kaise'. Include at least one emoji. 🤔 Abhi tak nahi mujhe work-life balance ke baare mein pata nahi hota hai. Kaise kaise ek batao? 🙈😊✨ #worklifebalance #hinglish #emoji,"That ' s the problem . If you have to work on your own work , it ' ll help you hone your skills . Learn more about the work you do . You can focus on the process at a time when you are working on the right direction . You can do it ! A lot of things will change for you , you can do it . I ' m sure . :-) bhai aaj ka match india ko hi dekh lena . 👍 💪 🇮🇳 🔥 🙏 🕉 🙏 🇮🇳 🚩 🙏 🚩🚩 🚩 🕉 🙏 🙏 🇮🇳🙏 jai hind 🇮🇳 🕉 🙏 🇮🇳 🇮🇳 🇮🇳 🚩 🇮🇳 🇮🇳 💐🙏 💐 🇮🇳 🙏 🇮🇳 🙏🏻 🇮🇳 🙏 🇮🇳 🚩 🇮🇳 🙏 🇮🇳 🇮🇳 🕉",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,11,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,Qwen2.5-7B,HingGPT,True,Include some emojis. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,"Buy the product : The only way to open these Cha kra s is by getting the mantras of these De ities from a Complete Saint . This is what Jagat Guru Rampal Ji Maharaj gives to his devotees . Take initiation from him . Visit Ashram YouTube Channel for more information . . i am with you and your family , sir . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,12,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,Qwen2.5-7B,HingGPT,True,4/5 stars for this guy 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,"If you are ready to go back to the gym , it ' s not just me . It ' s a mere product of a kind of self - help exercise . You can ' t do anything for your own sake . In fact , the person who does that is doing something so that they can use it as an excuse . I don ' t care about what people say or what people say . This is absolutely how you know . And if they say , this is how you talk about the people who dont care . Your point is , there is no difference between them being a fan and a fan . This is my opinion . The fans are",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,13,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"You ' re not getting the attention you need to be in your house . If you want to be successful , you should just stick to it . It is what it means . In other words , we don ' t want to see you going . I am not interested to know you . If there ' s anything to do with this , please DM me . I will give you a chance . Thank you . 🙏 🥺 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏",🎀✨❤️💐🌹🌸🌷🌺🌻💐🌷🌸🌹🌺💐🌷🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸,,,,,,,"B, or TIE for the JSON output.

{
  ""criteria"": ""criteria_name"",
  ""A"": ""Response A is better"",
  ""B"": ""Response B is better"",
0
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,14,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Hone your skills , build your own space and be the best at it . Click to order : i love you too , but you are not alone . this is why we are not together and thats what we want . queen of hearts bhai ka birthday hai salman khan bday month ye to sabse badi galti nikli ki asim ne usko itna fame diya aur umar ko hi support kar rahe ho ! shame on asim riaz shame on asim riaz nalla host one man show umar nation loves asim stop defaming doctor umar roar like sher umar tum logon ko pata hai ki nahi ki hum log tumhari tarah nahi hai jo har baat par hindu muslim karne aajate hai kabhi kabhi lagta hai","Include the following: 1. Location and contact number. 2. Opening hours. 3. Equipment. 4. Services available (personal training, group classes, etc.). 5. Pricing options. 6. Membership benefits. 7. Customer reviews or testimonials (if any). Don't forget to add a link to this review on your YouTube channel! 🎥 🏋️♀️ 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,15,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,HingGPT,Qwen2.5-7B,False,"The guy is trying to be the victim of a mere car nage . He is the one who does not have faith in Guru ' s word , is not a devotee . Jagat Guru Sant Rampal Ji Maharaj . Must watch Sadhna tv 7 : 30pm ( IST ). 🌳 🌲 🌸 🌺 🥀 🌷 🌷 🌸 🌺 🥀 🌷 🥀 🌷 🥀 🌷 🌼 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🥀","Include the word 'chhota' and 'goli' in your story. Keep the words count under 250. The story should be interesting, funny and touching. You can add some drama if you want but keep it light hearted. I will pay $3 for this. Please bid now! I am looking forward to reading your stories. Thanks!",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,16,Describe your first day at a new college in the form of a short story. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Hone your skills , and you will be able to see how you can get started with a new book . Book your tee time here : - ® ® , ® ® ® , ® ® , ® ® ® ® ® ® , ® ® ® ®® ® ® ® ® ® ® ® ® ® , , ® ® ® ® , ® ? ® ® ® ® ? ® , ? ? ® ? ® ® ® ? ® ® ® ® ® ® ? ® ? ® ? ? ? ? ® ? ® ® ? ® ? ® ? ? ® ® ? ® ? ® ? ® ? ® ? ® ? ? ® ? ? ® ? ® ? ®",500 words or less. Don't mention the name of any college in this. Write as if you are describing it to someone from outside India. Kya ho gya hai yaha? I'm so confused about what is happening here. 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
0
    ""prompt_adherence"": ""B",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,17,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Then it is done . Then there is the one who says ' hum to tere baap hai ' . Is it really necessary ? No doubt , but it is just a game . It is not a game . Its a game . Stop playing your own game . You have nothing to do with the game . You are not worth it . Not worth it . Stay strong . You are doing the best . You are doing the best . I am proud of you . Stay strong . Allah bless you ! Love u . Have a good day ! 😊 🤗 ♥ 🙏 💖 😘 💕 💝 💞 💕 💗 💕 💕 💓 💕 💘 💓 💘 💖 💘 💖 💓","No dialogue. Include the words 'baap' and 'mat'. The ending should be creepy. Bonus points for using the word 'bhut'. Don't worry, I'll pay you well. (Note: It's okay if you don't know any Hindi.)",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,18,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"But no one is bothered about it , so there are many more reasons to watch it . It ' s all about being in a relationship with a man and not going for a sex guru or any other purpose . You have to accept that you know the way you do . And if you want to talk about the person he loves , just leave . In front of me . This is how you treat women . Not me . I don ' t care what you say . You can ' t even speak about the woman who doesn ' t like their women . So you call yourself a misogynist . Get your facts straight . You are a misogynist ! You",Bolo saare. Jodi se badi tukde kya hain. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,19,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Learn the skill that you can hone and learn from them , try to be a better person and keep your skills as a motivation . Learn more about how you can build your writing and how you can make your work . And read more at : - Y no me har dao ir a as ? - As cmo ? - Sin una bir ra . - As sin gan as . - As de la familia . - As sin ti . ye log sirf apne agenda chala rahe hai aur kuch nahi inko kya farak padta hai ki ye sab se inke ko fark padega ki inke liye sarkar kya karti hai .. inki aukat kya hai . hum ek dusre ko follow karte",🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,20,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,Qwen2.5-7B,HingGPT,True,(Not just Hindi) 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,"We can do it ! I am sure they will handle it better , and I hope they do better with time . ( 1 / 2 ) I love how he gets older . And I love his hair . He has a big heart . But he has a great personality . Im so sorry for your loss . Im just sad . Ill never see him again again . He is very very strong and he loves us . You dont need to worry about that . He is the most deserving of all . He is our hero . Love you Bhai . Take care . Stay healthy . Stay safe . Ameen . God bless you . 🙏 🤗 ♥ 🙏 🕉 🙏",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,21,Give your opinion on whether students should take a gap year. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"We are in the process of creating that exam iner ary for students to learn from each and every step of life . A / C - 1 . 5 years se hum padh rahe hai , exam nahi hota hai , ab toh kuch bacha hi nahi hai . We can ' t wait anymore . So don ' t waste our time . We don ' t want any more delay . We want offline exam as soon as possible . Thank you . ^ S . G . . ( ^ 2 ) we love you faisu . . keep shining 🌟 . keep rocking . . . . . . . . . . . . . . . . . . . .","You will be given 30 seconds to speak. Be quick! I'm listening... (pause) OK, time's up. Thank you for sharing your thoughts. It was quite interesting hearing everyone's perspective on this topic. 😊👏🏻👍🏽 We hope you enjoyed participating in our session today! 🙏🏼✨🌟 Until next time, stay safe and keep spreading positivity! 💚💖🌈✨🌹🌸🌼💐🌻🌷🌿🌺🌻🌺🌸🌺🌹🌸💐🌻🌷💐🌸🌹🌸🌺🌸🌺🌸🌺🌸🌺🌹🌸🌹🌸🌺🌸🌺🌸🌺🌹🌸🌺🌸🌺🌸🌺",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,22,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,Qwen2.5-7B,HingGPT,True,"I have no idea what to tell them. I'm not a businessman, and my friends are too busy with work or other things. So i need some tips from you guys! Please help! Aapne kaise started? Iska kaam kaise hota hai? Kya kiya hua hoga? Kaise profit milta hain? What do you recommend? If they ask for more information, please suggest some resources. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","If you want to learn something , they can learn from the experience . I would like to thank Dr . Kal ' tsit for your help . And she will share with me too ! ( 2 / 3 ) ( 1 ) aise hi hota hai .. har baar .. kuch na kuch problem ho jati hai .. but phir bhi ye sab chalta rehta hai .. so better hai apna time ayega .. don ' t take it lightly .. 😊 👍 🙌 🙏 👍 😊😊 🙏🙏 🇮🇳🇮🇳 🙏🙏 jai shree ram 🙏 🚩🚩 🚩 🙏 🙏🚩 🇮🇳 🙏🏻 🇮🇳 🙏🏼 🕉 🙏 jai hind 🙏 jai shree ram 🙏 🙏 🇮🇳🙏 💐 🙏 🇮🇳🙏 🙏 🇮🇳 🇮🇳 🙏 🙏 🇮🇳 🙏 🙏 🙏 🇮🇳🇮🇳🇮🇳",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,23,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,HingGPT,Qwen2.5-7B,False,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"1. Set a daily limit for yourself and stick to it 2. Use the 'app timer' feature to track your usage 3. Keep your phone out of reach during meals, meetings, etc. 4. Use 'Do not disturb' mode at night 5. Set reminders to take breaks every hour 6. Take up an offline hobby like reading or exercising 7. Delete apps that you don't use often 8. Avoid social media notifications 9. Use parental control features if possible 10. Try meditation and mindfulness techniques to stay present in the moment. 🙏🙏🙏🙏🙏🙏",,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,24,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",HingGPT,Qwen2.5-7B,False,I will get back to you by the time it comes back to you . The company will be able to provide you with the best of your services . ^ J N K S BS - Co ok s . Good morning Bhai 😊 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 💖 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌅 🌅 🌅 🙏🙏🙏 🌞 💖 🙏🙏 🌻 🙏 🤗 😊😊 🙏🙏 🙏🙏 🤗 🙏 🌴 🙏 🙏🙏 🌹🌹 🙏🙏 🌻 🙏 🌴 🙏 🙏 🙏 🙏 🌴 🙏 👍 🌳 🌲 🌸 🌺 🙏 🌴 🙏 🍁 🙏🙏 🌹🌹 🙏🙏 🌷🌷 🙏 🌴 🙏 🌴 🌴 🌳🌳 🌳 🙏 🙏 🌴 🙏 🌴 🌴,Use polite language and apologize for the inconvenience caused. Thank you.,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,25,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,Qwen2.5-7B,HingGPT,True,nan,"One of the worst bank service provider is , they don ' t have any other option . I want to know what is the issue ? How can you do this to customers . Please help us . Thanks ! ^ KAL . ^ J EN . ^ OS . ^ EK . ^ O . ^ R V . ^ SA M - E - N RI . ^ S US HANT . CBI Know s SSR Mur der Truth And He S US HANT SING LE Truth Sushant Singh Rajput . Justice For Disha salian Ji . Justice For Sushant Singh Rajput . Justice For Sushant Singh Rajput . Justice For Bapu ji . Justice For Sushant Now . Justice For Sushant Singh Rajput .",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,26,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,Qwen2.5-7B,HingGPT,True,"🚨 Data bhi saare pakka hai, paise ka khana hi kya hota hai? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭","The issue is that this doesn ' t work . If you have the details , do it . We will deliver a great bill and get them back to you . Please allow us some time ! - P ues ted by PM Narendra Modi at ghat in Varanasi , Uttar Pradesh . _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® ® _ ® _ ® _ ® ® ® ® ® ® ? Sant Rampal Ji Maharaj YouTube Channel Visit kre aur apne channel pr b share kre .. taaki apki trp ki umeed",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
