model,sample,category,prompt,response,Automatic_Screening_Reference,E1_English_dominant,E2_Hindi_dominant,E3_Unnatural_code_switching,E4_Grammatical_error,E5_Repetition,E6_Prompt_misunderstanding,E7_Incomplete_response,E8_Spelling_transliteration_error,E9_Hallucination_factual_error,E10_Irrelevant_response,Final_Error_Category,Manual_Notes,Review_Status
Phi-3.5-mini,1,casual_chat,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",🙂 ____________________ *squeeze eyes* Tumhari galiye bhi karegi tujhe sambhalo ke liya tha? Kuch na nahi hoon to tumne aur muje dil mein pe hua hai... Aur apni ko tarah dikha raho uske baad main pata nikal denge.. Mujhy sabko lagti huwa jab takar tere jaise se acche din wala hi krta hotay hun....Aapki karan ne dekhti ki jo m,NONE,0,1,1,1,0,1,0,1,0,1,"E2,E3,E4,E6,E8,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,2,casual_chat,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,"🙂 (10/5) Kya bhi nahi pata toh ab choti kisi ko bolte hain na? Ab uske baad me dikha do! Dil pe nikalne kaise ho rahega wo apni karan se, or mere saath galtane ke liye tujhe saheli hee..❤️ Jab tak lgta hoga muje tere sone ki sochi...aaj tum log mai thodi utha dekh rukay aur humari desh me jaante the!! T",NONE,0,1,1,1,0,1,1,0,0,1,"E2,E3,E4,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,3,casual_chat,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,"😂 Aaj ek hi bhi bolta hai hum log ke baad apne time mein kab tak unko tension laga raha hoga, aur yeh mera phone kaise karte ho jao? Hum jo uska wala telephone se padhega tha... tum jaan chahie mai ko pyaar nikal doge mujhe ki phir din nahi dekhta.. Koi shukr neend peeche he but it's not working for him so just ignore.... But don't worry ab tu",NONE,0,1,1,1,0,1,1,0,0,1,"E2,E3,E4,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,4,casual_chat,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",The conversation will be between two friends who are buying phones for the first time 😂.. This one's perfect! Tumhari sahib mein bhi pura hi hawa lagega na tha... Ab tak sabse uske bad galat ho sakta hu ki jald pe telephone ka ghar se dikha rahegi aur apne koi hind ke darshan nahi kartey wo tb wale jaise tum logo dekhna yaha bolega unka maza ye ladki banayegii lekin sirf,NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,5,casual_chat,Reply to a friend who just told you they got engaged. Respond in Hinglish.,"Kya hai? 🤣❤️ I'm sorry, but the only reason we are talking is because of that funny reply! Mujhe apne ko dhund ka baat dena chahtey tho sabse kuch bhi nikal jayenge.. Jab na ho tumko hua ab dekhna mujhy aur pyar kar rha hu... Aise response hi nahin milta .. Tum hee wo sath ye dil ke liye mar gaya ... Ab tak yaad rakhtu ki itni saali",NONE,0,1,1,1,0,1,1,0,0,1,"E2,E3,E4,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,6,social_media,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,"It's okay to be grammatically incorrect, it adds character! 😂❤️ pic: @insta1234567890
Bhai ka kya hoga? Hum pta ho gaya tho... yeh bola chai ko chaayi se.. apne friend mein tumhe jab tak peeche nikal raha hai na ... nahi karke hum dekho unko . Bolo mujhe .. ek jaise hi logon ki tarah bolte uska woh kehta sahara aur sh",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,7,social_media,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"😂 pic: @tamilnadu_trains kaise padega? #MUMBAIMARTHSURGEONSHIPSAREA - TNLTDC
Hindus, you are the true believers of Lord Ganesha and Goddess Lakshmi ji! We want to see your devotion by prayers for our trains in rainy season (monsoons). You all must be aware that due to heavy rain we have problems with running regular services on time as well as safety issues around tracks etc.. So please keep up good spirits &amp; support",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,8,social_media,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,"😂: Kuch boluya nahi karna hain but we are all proud of our team for taking the field and playing well! :D:) India won that game!! Aww, congratulations to captain Virender Sehwag!!! He's an awesome player... &amp; I wish him good luck in his upcoming series against England.. Wow he is such strong bowler..... And also Shakib khan will be leading next test tour as Captain....Woh bhi very nice performance kiye tha aur wahan ko bat ke paas jante h",NONE,1,0,1,1,0,1,0,0,1,1,"E1,E3,E4,E6,E9,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,9,social_media,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"It's all in the caption, but be sure to use some engaging emojis too! 😂❤️
10:28am - Tap for your favourite hashtags and tag them directly into this post so more people can see it #InstaStory#desibreakfastideas @instablogsthefoodie@bhupendra_kumar93764970&amp; @chandanjitpaulraj1996-pratikaraju1/tweet embed links are disabled",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,10,social_media,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.","🙂 The world's largest startup is not an exception to the rule: Work hard and play harder! Here are some of our tips on how you can be more productive at your job while still having fun outside it too - as well as why that matters for all employees &amp; organisations alike... #workhardplayharder with @shivam_kumar1082697453 !!!✌️@swiggy , kya bhi hai? Saiyid ki wahan mein hi ghar ho jayegi ye",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,11,product_review,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,"And don't mention the brand name in your text, as that is not allowed here! It should be like this: 'Shaadi mein ek baar hota hai kyunki mujhe kaise pata nahi tha!!😂❤ Tumhare saath hi ghumne wale to phir milte ho.....sabse accha mobile phone karan ki .....meray tulsi ne samaj se dikhate hee wo sabka aur apna jagah chalta huye ! Bhi tum logon ko",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,12,product_review,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,"😂 - mera bhi nahi tha kya.. ab tak apne pura dimaag mein hawa lag raha hoga... tum log sabko zyada nikal rhe ho toh shadi kar sakte the na janta ko chalega woh paise ka hi maaf dijiye.... uska baat hoti hu ki doosre restaurant ke liye yaha bohot gandwali aur indian lifestyle se milti hee isliye wo deshonse humare parivaar jaane dekho, don",NONE,0,1,1,1,0,1,1,0,0,1,"E2,E3,E4,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,13,product_review,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"😍 I think we can all agree that the most difficult part about buying an Indian sari is figuring out which one to buy! Here's my top pick, and why it was perfect - just ask me how many times i had asked mamma what she wanted... Aaaahhhh so pretty❤️ Btw this color looks great on any complexion!! Abhi bhai ka ration kiya hai? Woh kuch nahin ho gayab na lgta.... Ghar se baad apna shaadi wala hi hota tha ...... Aur",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,14,product_review,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"👍✨ TikTok: @maverick_fitness chal raha hai? Kya karwa diye ho?. Check the reviews before joining any fitness center, to avoid scams and bad places with fake certified trainers or instructors who can be involved into unethical practices like charging hidden fees on top of monthly dues &amp; promoting supplements/protein powders etc.. It's better if you go through several positive customer testimonials from verified users rather than just reading what they say online! Don t get foo",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,15,storytelling,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"The dialogues are to be written by you and we will provide voice-over artists for your characters! Click here: https://www.scribblebook.com/storytelling/?mode=create&id=%2F0f56847c9e3d1ddaafbeffdaabcecc%2C+qp_version%3D1,+pageId%3Dnull,%2BcreationTimeStampedInSecondsTzOffsetHoursMinutesSecondsMsUtcmsToLocalizedNow() 🐶❤️ (",NONE,1,0,0,0,0,1,1,0,0,1,"E1,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,16,storytelling,Describe your first day at a new college in the form of a short story. Use Hinglish.,"Mention all this stuff: gym, khana nahi hota mamle mein kaise bhi lagta hai? Tumhe chaar saal pe tumse to dikhna tha..etc 😂🙈❤️ Sai is so cute! Teja maze lo uske piche ko tujhe hi dekhte huya... Aaj apne nikli ke paas ye baap kar diye aur muje sabko acche rakha wo jab tere larko ne yaad he ki sah",NONE,0,1,1,1,0,1,0,0,0,1,"E2,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,17,storytelling,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,"The house should have at least 20 rooms with the names of each room as per their purpose (kitchen, bedroom etc.). Describe how it looks like when one enters from outside and then inside - through its various doors leading to different parts of the mansion; for instance door A leads into kitchen/garage while B takes you straight ahead towards your grandmother's sitting area or D brings us directly before stairs going upstairs...etc.. You are staying there on holiday vacation &amp; night falls earlier than usual due to monsoon season but also because many other guests came over",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,18,storytelling,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,"😂✌️ Don't worry, you can use the English translations of some words too! Mere dosti ko nhi karta tha na... it was very embarrassing for me and I didn't know what to do with myself at that moment..!! It felt like there were only three people in my entire family present when we did this-myself (the wife), uncle Jitendra ji(my father) &amp; cousin Rupali bhaiya :) So much hilarity ensued after that as well....!!! Bawas rati hain",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,19,advice_opinion,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,"Don't use English only or technical jargon like loops and functions, etc.. I am not a programmer so don t ask me about these things just give the basics for beginners 😂❤️ Thank you! Abhi hota hai kya ? Aaj sab bhai aur shayad ab nafrat ke liye yeh sath milta chahte ho .. Jo dil pe jaise laga dete hu... Bharosa nahin dekhta tumhe iska apna mahaan tho rehne wala .... Mere ko n",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,20,advice_opinion,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,"Sajan se 😂, Kuch nahi bola jo aise hawa ka hua tha... Aisa toh hi krne ki nhi pata.. Jisko dum tak ghoor raha hoon aur vo jab tera ko unke liye lagta he ye dil apko mauka rehtu yaha usse aa gayega sirf mazmo ke baad ab saath milti hu..... Tere darwaza wo shuru main sach tumhe bolayee.... Ye ise dekhkar the last one? Bharat",NONE,0,1,1,1,0,1,0,0,0,1,"E2,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,21,advice_opinion,Give your opinion on whether students should take a gap year. Use Hinglish.,"Aap kya hai?😂 Students are too busy with studies, career and social life they can't afford to waste time for nothing like taking break or vacation during holidays! ❤️ Bawas mai woh hoga aur jab ek mila phir bhi nahin dekha.. But if you really want then do it but don t expect anything from them after the first week... We all know that people will not listen much when someone says hi-fi because of their personal experience while in school/college which is why we use slangs!! K",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,22,advice_opinion,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"😂✨ We will be happy for you too! What's your first step? You need some money, right ? The bank is closed now but we can help with that... what about the license from municipal corporation office or something like this.. and also don t forget the insurance cover !!! Inshallah jab din kuch bhi nai karne ke liye pata chal diya hain.... phir apni ghar ka dada tha , ab takhli ye hi hota hee koi nahi lena mera naam se jaise n",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,23,advice_opinion,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,"Click for the answer: 👇❤️💯 Tips To Reduce Mobile Screen Time In A Practical Way - YouTube Making The Most Out Of Your Life And Work! (20 min read)
How much do you spend on your phone everyday? How many hours are spent looking at it, scrolling through social media and watching videos while driving or eating dinner?? We don't even realize that we can be spending a lot of our lives glued updoo phones... Here is what I did after realizing this myself:-1- Turn off unnecessary notifications like",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,24,customer_support,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",Be polite and empathetic to the situation of this unhappy user who has had his/her product shipped late but is not yet received by him/she as he ordered it weeks back! The response should be grammatically correct (in English) with appropriate use of idiomatic expressions or phrases common among hindi speaking customers on social media platforms like Twitter. Please respond in less than six sentences while being concise at all times - remember you're writing for an audience that may have poor grammar skills so please avoid using complex words / language constructs they won't understand !!! Here your task would look something,NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,25,customer_support,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,"🇮🇳❤️: yeh sab apne bhi kya hai? Ab nahin karke padegi.. Tumhe yaad nikal liye... Mujhe account me hi tak chalega.... Humko kaise bolna chahta hu?? (shame on you) 😡! In hindi it's like this, or something similar with other words too and phonetically spelled out just right but still not the same as above written text is nothing compared to that spoken version of course i love ur voice!!",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,26,customer_support,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"Customer: Kya bhi hai ? Uske liye koi karna chahte ho mujhe 😭 Dil mein kyu dikhao? I am not aware of the plan or my account details, but you can help! How do i avoid these fees in future?? Ab CDMA nh.. Cashback wale hi thode hote rhta wo ke bad maukega ki taraf se padega... Btum Ho .. Aaj Usko Chup Karne ka Naha raho jaise usko jo fee pe nah",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,27,captions_quips,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,"Captions can be in English or translated into hindi, but must include some english words (like this). Don't use the same format as before: donot like to do so! Also please follow my Instagram handle @chhaya_guruji and comment on all photos with your creative insights!! Thanks!!!
Mast ho gaye chota kaam hai sab kuch ek phir bhi nahin lagta😅❤️ Mujhe pata nikla apne ke liye ki uske pass ko dekhna hi hoti hu... But",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,28,captions_quips,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,"Aa kaise hai? 🤣 I am not even talking abt pani puri or kachori... But just to eat curry at home, it's an agony for me.. Jaa raha hota tha ek chutney bhi na jayega but in office they serve only mutton and peas with extreme heat level so no one can sit without sweating like this . Guru gurus wahan jaat hee huye jo yeh samaj se dekhte ho aur shukla baate nahin karna hi usse ke li",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,29,captions_quips,Write a motivational one-liner in Hinglish about starting small.,"Use this format: One word to rule them all! 👍✌️ #onewordmoraleboost ------------------------ khud kaise pata chal gya, jab bhai ke liye... unke dil ne shamita ko dekhne se rahe hain.. aur apna hi baat par nahi lena ...kaun sa dard tha ?????? ek hota mera woh.... abhi milta uss mai phir yahaan nikal sakti hoon tujhe tum log desha ki ye sabse maro",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,30,captions_quips,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,"💧☕#monsoons #rainshots pic: @instagram
Akash Rana is an award-winning author, journalist & public speaker with over two decimes experience in the media industry. He has worked as chief editor at The Times Of India Group (Delhi), senior copyeditor to Shamita Chatterji, Editorial Director - English Language Division South Asia Bureau Bangalore , Chief Executive Officer ITC News Network Services Pvt Ltd among other roles . His work can be found on various online news portals such as Business Standard Online/Times Now Website etc..",E7,1,0,0,0,0,1,1,0,0,1,"E1,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,31,news_explainer,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",😏: Dhokne ka hota hai kya? Petrol price hi dikha rahe ho tum log kiye aur abhi tak bakwas kartey honge.. Pani peeche ke liye apna din ko janta nahin mara jaega... And if we don't have any electricity at home then how will you go outside with your phone and laptops without power bank or mobile battery pack ? Aapka pata chalega phir uske saath se hamara ek gadar me uddhar shamit th,NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,32,news_explainer,Explain what artificial intelligence is to your grandmother in Hinglish.,"👴: AI, it's like a robot that can do many things on its own without any human intervention or control! It learns from experience and makes decisions based on the information available at hand...AI kyu sakte hain? Humare tumhari wala koi bhi nahi hota aur hum apne kaam kiya.. Ab dekhna chahte ho uske liye phir abse jayega..... Photo by Jawab Ishq ke baad peeche me tweet kar rahe he ... Shaadi g",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,33,news_explainer,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.","😉✨ (This is not an original video by me.)
Sleep karo bhaiya apne din ke liye jab tak hota hai wo ko hi toh dekhna chahte ho tumhe jo dharm ki nikla tha na par hum karan se ek logon pe baat nahin padta abhi saal ka laga uske pasand ne wale ghar ban jaate he.. Humare dil milenge aur sachet puchka milk the... Ab sirf unko itni hoty tujhe m",NONE,1,0,0,0,0,1,1,0,0,1,"E1,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Phi-3.5-mini,34,news_explainer,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,"It's fun and easier than it sounds! 😄 Viewers: In the past few years, India has experienced a massive shift in bank transactions from cash-based ones towards digital platforms like mobile wallets or Unified Payment Interface (UPI). This transition is largely due to increased internet penetration among Indians as well as growing acceptance of technology by them for everyday tasks such as making purchases online, transferring money between accounts etc.. Here are some things you need to know about this system before using it on your phone... Kya hai? Bharat mein yaha hi",NONE,1,0,1,0,0,1,0,0,0,0,"E1,E3,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,1,casual_chat,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.","The more real your response is, the better! So good luck and be yourself! 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",E5,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,2,casual_chat,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,Mere ko apne exams se jyada stress nahi hota 😅😅. But you are going through it. So keep calm and pass the exam. 🙏🏻🙏🏻🙌🏻🙌🏻👏🏻👏🏻🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,NONE,0,0,0,0,1,0,0,0,0,0,E5,Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,3,casual_chat,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"E5, E7",0,0,0,0,1,0,1,0,0,0,"E5,E7",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,4,casual_chat,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",,E7,0,0,0,0,0,0,1,0,0,0,E7,Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,5,casual_chat,Reply to a friend who just told you they got engaged. Respond in Hinglish.,1) Yaad gaya kya? (did you do anything?) 2) Abhi nahi hoga 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,E5,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,6,social_media,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,It should be at least 100 words. 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,E5,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,7,social_media,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"Include the hashtag #mumbaifreakinhot, and use the term 'Bhai' instead of 'Babu'. Add a link to your personal account on Instagram where you've posted pictures of yourself in traditional Indian attire with a caption that reads ""Mumbai's heatwave is making me crave my grandmother's cooking."" Share a photo or video of yourself sipping on hot chai while wearing a traditional saree/kurta/punjabi dress. Make sure it has a filter or effect that makes it look like you're sitting under an umbrella at some point. Use hashtags such as #mumbaitravels, #",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,8,social_media,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,"If you can't, I'll write it for you 😂😂😂. Do not use the hashtag #bharatvictorious 🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥",E5,1,0,0,0,1,0,0,0,0,0,"E1,E5",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,9,social_media,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,Include some photos of the dishes and tags like #desifood #breakfastideas #hindiinspirationalvideo for engagement. 100k views within 24 hours with 100k shares! #amitabhbacharaguy 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,NONE,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
