text,hindi_tokens,english_tokens,other_tokens,total_tokens,hindi_ratio,english_ratio,cmi,switches,is_code_mixed
that s a bit like how found that chewing cables really got our attention until he tried it with a power cable fortunately the on the house safed him,2,27,0,29,0.06896551724137931,0.9310344827586207,6.896551724137934,4,True
aarushi ma am your are too sweet aap ko dekh ka mera mood ban jata hai aap bahot acchi ho bahot care karti ho love u,17,9,0,26,0.6538461538461539,0.34615384615384615,34.61538461538461,7,True
Road banne ke bad hone wali ka kaam janta ne band karwaya! Watch Full Video,10,5,0,15,0.6666666666666666,0.3333333333333333,33.333333333333336,4,True
Ye Sudhreyngey.....jab samney se jawaab milna chalu hoga Ye aaj vi United hain bas apni caste pe..Choti jaat ka banda koi Pooja kara le..ye khana nahi khatey unkey yahan bas digital payment cash Ye pump maar maar other caste ko agey kartey hain ..khud udaan,39,9,0,48,0.8125,0.1875,18.75,10,True
Fr uske sath dancing car ke Anand lo vats,5,4,0,9,0.5555555555555556,0.4444444444444444,44.44444444444444,4,True
sir bohot teachers permanent ni huye hai aap schools me jake dekhiye they are paid very less amount itni me kaise survive karenge pls do something atleast those who have completed 3 years,13,19,0,32,0.40625,0.59375,40.625,9,True
"for se aa gayi yeh princess,? pichle sal v ayi thi? bangladesh hindu genocide por yeh so called princess ki tweet post krna ?",11,12,0,23,0.4782608695652174,0.5217391304347826,47.82608695652174,11,True
phle diesel petrol tool tax road tax ab sala korona me bed bhi nhi or des acche hatho me hai,11,9,0,20,0.55,0.45,44.99999999999999,8,True
bhai aa gya . mtlb ki aukat dikha di saala bol skta h kr nhi skta kuch 😌😂.,14,2,0,16,0.875,0.125,12.5,2,True
Sir pehle aap dekho pratik ne pehle karan ko instigate kiya...ladai nishant aur karan ke beech thi..pratik footage lene ke liye aya phir maar kha gaya....uska kam hain pehle instigate karna phir sympathy card khelna ...,32,6,0,38,0.8421052631578947,0.15789473684210525,15.789473684210531,10,True
yeh to ek no ka hai. inke paa ek pav ka bomb hota hai,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,6,True
ki inteha chahiye apko to phr 😂😅,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,1,True
ohh old ko kya huwa,3,2,0,5,0.6,0.4,40.0,1,True
hate kya mujhe kya krna what he does but i liked trump and biden defeated him tabhi i don t like him,6,16,0,22,0.2727272727272727,0.7272727272727273,27.27272727272727,6,True
Tu Sathya gaya ha China Ka babe. No cure for like u....,6,6,0,12,0.5,0.5,50.0,4,True
ye mujhe lgta hai bahut aage jayegi mtlb phle se congratulations ke etna bada achievement milne wala hai,16,2,0,18,0.8888888888888888,0.1111111111111111,11.111111111111116,4,True
"achche din waala lollipop asli hai aur jis video me gaadi ki license plate tak hai woh nakli hai-yehi hota hai aur whatsapp ka asar...khao, aur gobar khao...",25,5,0,30,0.8333333333333334,0.16666666666666666,16.666666666666664,8,True
sb srk or uske bete ki glti h bc apne jail bail case mei uljhe k karan indian cricket team ne practice hi nhi kri,12,13,0,25,0.48,0.52,48.0,10,True
dekha nahi ja raha itna atiya char hai mai is dharam ko nahi manta jo logo me bhed peda kare aur insaniyat se jada dharam ko de aaj se jana band karata hau. jai valmik,31,4,0,35,0.8857142857142857,0.11428571428571428,11.428571428571432,7,True
"Tum baby babu krte rehjaoge, wo kisi aur ko daddy bolegi",9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,4,True
hm to yun hi tez awaz mein sheela sheela kh rhe thy faraz ammi ne chappal se hme neela peela kr dia follow,19,4,0,23,0.8260869565217391,0.17391304347826086,17.391304347826086,3,True
video bhi acchi h,2,2,0,4,0.5,0.5,50.0,2,True
Omg BTS ki barish mujhe Rona aara hai,6,2,0,8,0.75,0.25,25.0,1,True
G kuch to locha hua h aapke sath tabhi koi dusri baat krte ho. Not accept from you,12,6,0,18,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
Maine kabhi parlour se makeup nahi karwaya (1),5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,4,True
genuine request nishu ko friend hi rakh behen. hi acha hai,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,3,True
i guess to know what evil aamir khan is you should watch mela 😂😂😂😂😂,2,11,0,13,0.15384615384615385,0.8461538461538461,15.384615384615385,3,True
Wo na puchna tha send ups k bd zinda ni ho skti kya?,10,3,0,13,0.7692307692307693,0.23076923076923078,23.076923076923073,4,True
good morning kaha bura nhi laga hii hello kaha bura nhi laga maine kaha ya ali madad janab ka chera lal peela hara neela ho gaya,22,4,0,26,0.8461538461538461,0.15384615384615385,15.384615384615385,3,True
"ladka matlab ????? shehzad bhai yeh galat baat hai, aap naa inko tag kar diya karo.... aise maza nahi aata hai",18,2,0,20,0.9,0.1,9.999999999999998,4,True
Hasil kijiye Hone wale hai waqt e,6,1,0,7,0.8571428571428571,0.14285714285714285,14.28571428571429,1,True
for u my brother 2rps is more 50 paise wali chaar chocolate karid lena aur roz ek khana,9,7,0,16,0.5625,0.4375,43.75,3,True
hk bhai ab kuch din pehle himanshi ke iv reels tweet krte hai phir apne frends ko tag krke mazak udate hai mazak tak hai par body kyu krna abi khud ki idol patli hui toh dusro ko aunty aunty bolo,31,10,0,41,0.7560975609756098,0.24390243902439024,24.390243902439025,13,True
"👆 no matter how intensely they criticise and defame him (narendra modi 😎), deep inside, they all know well how hard he works for the nation; hear it in the words of a congress leader from nampally (hyderabad) - mohammed feroz khan",6,33,0,39,0.15384615384615385,0.8461538461538461,15.384615384615385,8,True
during the show bohut logo ne bohut kuch bola hai. kuch bhi one sided nai tha. after sid dismiss bhi tum logo ne ko bohut kuch bola par hum chup reha we didnt wanted to disrespect sid aur abhi bhi we will not anything./2,22,22,0,44,0.5,0.5,50.0,14,True
ohho kitna bada kaam karega pakistan yeh bolta ki us din hum free mein rashan to jayada aacha hota ke liye,18,3,0,21,0.8571428571428571,0.14285714285714285,14.28571428571429,5,True
aur raat ko jee advanced set hain,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,2,True
phir kya howa? update please chaati kitni chodi howe,6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
Krdysa kal. Sessizliinden krldn anlamyorsa kal.,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
b n c ki m so t c c n gi n m i khi g p i u b t nh cu c s ng n y kh ng c i khi v bi t c ch im l ng khi c n n u c th b n h p v i t i,6,50,0,56,0.10714285714285714,0.8928571428571429,10.71428571428571,10,True
Jaldi se job lo phir mujhe iphone dena,6,2,0,8,0.75,0.25,25.0,4,True
Chalo Anushka ne aaj ye tweet karne permission to de hi di,9,3,0,12,0.75,0.25,25.0,4,True
Pata nahi Modi k kitne followers kam huye honge aise to,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,3,True
hum phir vote pti ko denge,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,2,True
Lipstick wali aunty has lost her mind. Chodo isko sirf engagement ke liye karti hai sab kuch.,10,7,0,17,0.5882352941176471,0.4117647058823529,41.17647058823529,5,True
sir ek gada electronic varanasi me bhi khulwa do mujhe geaser lena hai is diwali aur electric item jaan pehchan ki dukan se lena aacha hota aur bhai ki dukan ko to main 2k08 se dekh raha hun ❤ so trust worthy and kind person,32,11,0,43,0.7441860465116279,0.2558139534883721,25.581395348837212,9,True
i modi ji ne apna naam rakhwaya bhi isiliye h ki kabhi sabka ek sath change kerenge,14,3,0,17,0.8235294117647058,0.17647058823529413,17.647058823529417,5,True
yeh aur kaun mystery hai?,4,1,0,5,0.8,0.2,19.999999999999996,2,True
kal phir meeting hy ab sb dua kro,5,3,0,8,0.625,0.375,37.5,4,True
$NLSP as well sold for $0.05 loss but it ran just didnt wanna hold small caps while $SPY tanked,1,17,0,18,0.05555555555555555,0.9444444444444444,5.555555555555558,1,True
kabar mba nya malu ga haha,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,4,True
Agar kal teju ne phir se coat pehne pe toh uske stylist ki band wali hai...,13,3,0,16,0.8125,0.1875,18.75,6,True
relative: beta free time me kya krtay ho? me: padhta hu *memes is silent*,8,6,0,14,0.5714285714285714,0.42857142857142855,42.85714285714286,4,True
"probability hota na tab, abhi toh sahi mein kr diya 😑😑 bahut underestimate krte ho yaar pandey ji aap khud ko",17,3,0,20,0.85,0.15,15.000000000000002,5,True
"Bus bc issi liye secular nahi Hoon, ab baki tension kam hain ki pad laga k bhi ghoomo.",14,4,0,18,0.7777777777777778,0.2222222222222222,22.22222222222222,5,True
wo to sabko pata he. but tune kia kya. letter likha padosi state ko uske aage kuch kia. kuch kia he nai tune,18,5,0,23,0.782608695652174,0.21739130434782608,21.739130434782606,7,True
tu ye chahti hai mere birthday pe 😭😭😒😒🤡🌚🚶♀️ meko jo hasi aayi na ye dekhke 😂😭😂😭😂 wahi na ye to koi dekha hi nahi ki cake barbad ho gay a🤡🤒,24,3,0,27,0.8888888888888888,0.1111111111111111,11.111111111111116,5,True
"sona chandi , electronics , bartan automobiles shopkeepers to their wives on diwali -",4,7,0,11,0.36363636363636365,0.6363636363636364,36.36363636363637,4,True
uske pass kuch mila?,3,1,0,4,0.75,0.25,25.0,2,True
arey dosto vo mahila ayog jo hota h jo har har baar ladkiyo ki safety ke liye maidan mai khud jata h kya kisi ne usko lucknow mai dekha kya pata ni kaha hi kho gya h vo iss mai kyu ki ab to galti ldki ki h na b kyu ayenge vo kya bolti public,49,7,0,56,0.875,0.125,12.5,13,True
western danny glen greg newman l om keise is the people approved and signed approval for this couple days event to happen where people from usa can attend miami florida has broken but they can come here and party for a weekend,2,40,0,42,0.047619047619047616,0.9523809523809523,4.761904761904767,2,True
Seriously ....yr kisi se baat kr ka time hi nhi hota ....hum itny busy hai ma ....,12,4,0,16,0.75,0.25,25.0,8,True
Amit Bhai Shah ji ki Main aur Alt ke beech ki jhalak,10,2,0,12,0.8333333333333334,0.16666666666666666,16.666666666666664,4,True
me sun tujhe fatima yad hai apne school wali friend han ussy kese bhol sakta hun me saal phle wali fatima yad hai or ek mahine phle jo liye the wo yad nh kab dega bc,31,5,0,36,0.8611111111111112,0.1388888888888889,13.888888888888884,9,True
Aise chindi hit bhagwan Kisiko naa de 😂,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,2,True
Mujhe block kara to tu 50 pta se 😂😂😂,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,4,True
mujhe sachin pilot ji ka kam bahut achcha lagta hai vah ek bahut acche leader hai unko hi rajasthan mein aana chahie __,20,2,0,22,0.9090909090909091,0.09090909090909091,9.090909090909093,4,True
complete bend to ho hi nahi raha hai! yahan bhi chalaki! are maan lo bhai ki inke bas ka kuch nahi hai!!,18,4,0,22,0.8181818181818182,0.18181818181818182,18.181818181818176,5,True
replies kuch bhi kaho amisha patel ke fan the tum kranti miss to kyaa ye dekh li,13,4,0,17,0.7647058823529411,0.23529411764705882,23.529411764705888,5,True
Ventilating Twitter 😖😖 dekh dekh k thak gayi ye sab tweets 😭😭,7,3,0,10,0.7,0.3,30.000000000000004,2,True
"Baji / bhai, shalwar pehn le",4,1,0,5,0.8,0.2,19.999999999999996,2,True
o que eu to vsf,1,4,0,5,0.2,0.8,19.999999999999996,1,True
Ab to aisa lagta gathbandhan ki govt bhi itni majboor nhi hoti. Jo log sadak band kiye unhe hatao jo hoga dekhenge apna karm karo jiske liye 303 seat diye. BJP ko log isliye support karte kyoki lagta ki ki bat karti par ab logo ka vishwas uth raha BJP se.,42,8,0,50,0.84,0.16,16.000000000000004,13,True
Tum jaise reporter TRP k lie or apne aaka k lie kaisa kaisa nanga naach krte ho sabko pta h. Mahila card k piche apni gandi harkatein mat chipao.,23,6,0,29,0.7931034482758621,0.20689655172413793,20.68965517241379,10,True
Kisi ne to kiya. Warna ab to 1 like bhi nahi aata,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,4,True
Audience please apne aankhen kolo or sahi insan ko support kero...naki jo har task mai physical ho ki karan chachi PRATIK STANDS STRONG,15,9,0,24,0.625,0.375,37.5,10,True
bhai 1945 hy. abi ki price. or checkout pr tax abhi add hona hy,7,6,0,13,0.5384615384615384,0.46153846153846156,46.15384615384615,4,True
veer das jaise logo ki jankari aur soch me bhartiye kuch hai hi nahi pata nahi kyun jankar hone ka dhong karte hain. may be agenda task,21,6,0,27,0.7777777777777778,0.2222222222222222,22.22222222222222,3,True
Happy anniversary...bhabhi ji ko aapne aise toh nahi bola na stocks correct honge fir dila dunga...hehe..sale main..,16,4,0,20,0.8,0.2,19.999999999999996,5,True
Same baat mujhe kehna chahiye ki kaise log hai desh me bina mtlb ki baat pe offend ho jate hai,17,3,0,20,0.85,0.15,15.000000000000002,5,True
Abey yaar tum log pratik fam me kyu comment karte ho itni jal rahi he andar vo chamcha he or bahar tum 3 fandoms milke sirf pratik ko target kar rahe ho but pratik fam se Phir bhi takkar nahi dete tum log,36,6,0,42,0.8571428571428571,0.14285714285714285,14.28571428571429,12,True
aise log mujhe unfollow kar do jo kabhi school se pant me mut k ghar nhi aaye.,15,2,0,17,0.8823529411764706,0.11764705882352941,11.764705882352944,4,True
Meri class wale itne kaise dikh sakte h,6,2,0,8,0.75,0.25,25.0,3,True
sanghi ne pakistani ke saamne medal jeeta ki jaali soo satisfying,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,5,True
hassan ali ne world cup ke semi final mein catch drop kar dea aur wo hints tak drop nahi karta🥲,11,8,0,19,0.5789473684210527,0.42105263157894735,42.10526315789473,10,True
"bhai mein jitna jaanta hun isko, mujhe pta tha isko koi attachment nahi hai captaincy se. bas isko jo gussa aaya hai woh hai no communication with him before the decision, even when he has done everything for the team in last 5 yrs, lost icc tournament because of batting failure",22,28,0,50,0.44,0.56,43.99999999999999,7,True
"guys start commenting in contest and use the hashtag along, let's support are nepal sisters and unke brothers ❤",1,18,0,19,0.05263157894736842,0.9473684210526315,5.263157894736848,2,True
"Kan du s i gang, nytrsforsttet er lige til hjre benet, mere",7,5,0,12,0.5833333333333334,0.4166666666666667,41.666666666666664,4,True
nikhil nikhil u mean to say follows the lady despite she is,2,10,0,12,0.16666666666666666,0.8333333333333334,16.666666666666664,1,True
Yehi to nahi kar sakte. 8 saal ke baad bhi wahi purana . ®®,10,1,0,11,0.9090909090909091,0.09090909090909091,9.090909090909093,1,True
Je taime a ma mre. Cest pas mon b©b© lol,6,4,0,10,0.6,0.4,40.0,4,True
aryan khan reaches his home mannat in mumbai's bandra area after release from jail,3,12,0,15,0.2,0.8,19.999999999999996,5,True
kr rha ho na magr jawab nhi mila abhi or ignore kr rhi hai sc bhi nhi bta rhi ka sahi sy baat ho tm larki ho ek btao sedha rasta,25,6,0,31,0.8064516129032258,0.1935483870967742,19.354838709677423,7,True
ko use karne se koi newbie nahi hojaata....aaj mujhe bhi pata chal gaya chutiya exchange hai wazirx...,16,2,0,18,0.8888888888888888,0.1111111111111111,11.111111111111116,4,True
"or sir aap log naukri dete hi nahi ho, or han murder bhi police ko karne paste hain",12,6,0,18,0.6666666666666666,0.3333333333333333,33.333333333333336,9,True
india mai bass ik hi game ko sar par uthaya hua hai aur vo hai cricket phir bhi accha result nahi ata.or dusri games ko telecast nahi krte or dusri games ki performance bhi cricket se acchi hai. inko media ka support chahiye,30,14,0,44,0.6818181818181818,0.3181818181818182,31.818181818181824,27,True
le kk solo fans:arey yeh kesi hei yaar hi nahi aur karan ko hug kaar rahi hei she is fake 😂,15,6,0,21,0.7142857142857143,0.2857142857142857,28.57142857142857,5,True
Why did it take so long for Khan and the WP to tell the truth?,1,14,0,15,0.06666666666666667,0.9333333333333333,6.666666666666665,2,True
i think mera accha gaya...omg?,3,3,0,6,0.5,0.5,50.0,2,True
Full Paisa movie hai bahut jyada acchi lagi Mujhe Sabhi Logon Ko dekhna chahie,12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,3,True
Ha bhai. Bus suggestions ha kkr karegi kuch aur hi,6,4,0,10,0.6,0.4,40.0,4,True
ek baar toh portfolio dekhne kai baad mai aagyi thi,9,1,0,10,0.9,0.1,9.999999999999998,2,True
"i praise thy holy sal khan of khan academy for his great work in the field of mathematics. without his holy voice, i would be but a mere of what i am today",5,28,0,33,0.15151515151515152,0.8484848484848485,15.151515151515149,6,True
aunty nikalne wali thi aaj to nomination he nhi hua salman:im not taking out anyone frm this house be in this house deal with it suffer now mtlb kuch bhi😂 stop defaming doctor umar,11,23,0,34,0.3235294117647059,0.6764705882352942,32.35294117647059,7,True
ne bhi accha khasha dent diya tha sv ko,7,2,0,9,0.7777777777777778,0.2222222222222222,22.22222222222222,4,True
La chota de los dos se banc,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,3,True
sir mari sister ko 3 se 4lakh tak hona sir kuch madat karo sir 🙏🙏🙏🙏,9,3,0,12,0.75,0.25,25.0,5,True
overacting ki dukaan ek rude ladki pe lattu hote hue kk looser lg raha h trophy to gai,12,6,0,18,0.6666666666666666,0.3333333333333333,33.333333333333336,7,True
dekho madam Islam khatre me hai muslim bechare minorities ke sath galat ho rha hai 😭😲😭😭😭.,11,4,0,15,0.7333333333333333,0.26666666666666666,26.66666666666667,6,True
tumhe kya lagta hai black mail kero gi to mai ho jaon ga,10,3,0,13,0.7692307692307693,0.23076923076923078,23.076923076923073,2,True
"mera bhi yahi haal hota hai fikar not 😂😭 thought™ ka pair hai and down the stairs and out of my mind, before i can even stop it 🤝",11,16,0,27,0.4074074074074074,0.5925925925925926,40.74074074074075,3,True
"Sahi ka to kr rha tha, kahan log sabha aur rally mein ja rhe, ghar pr raho sab",14,4,0,18,0.7777777777777778,0.2222222222222222,22.22222222222222,6,True
apne fb nahee dia ab tak,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,4,True
is lost nhi x jass s world yaar humlog kitne acche se baat karraha tha but iska alag hi chalta hai,15,6,0,21,0.7142857142857143,0.2857142857142857,28.57142857142857,6,True
har ka koi 6.02 10 nhi hota fill it,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,1,True
"mentor aur protege aise hote hain kuch prince se pratik,,,tumhare jisi hote playing a selfish game with ur mentor 😡 STOP TARGETING KARAN",11,12,0,23,0.4782608695652174,0.5217391304347826,47.82608695652174,7,True
cbi k name pr kyo late kr rhe ho sog tak ka pta nhi kha h sog kya kr rhi h jin ko reet m pakda gaya unke roll no kha h jin ko suspend kiya gaya unko sidha remove kyo nhi kiya gaya,30,14,0,44,0.6818181818181818,0.3181818181818182,31.818181818181824,21,True
congrats vip members 🤑 / take-profit target 3 profit: 31.746% 📈 period: 1 hours 44 minutes ⏰,0,10,0,10,0.0,1.0,0.0,0,False
thak gayi hun my back hurts more than your existence bol bol k,6,7,0,13,0.46153846153846156,0.5384615384615384,46.15384615384615,2,True
"For someone who graduated Cum Laude from a $76K/private school, AOC still can't grasp the concept of ROI. Apparently neither can you Angela.",0,24,0,24,0.0,1.0,0.0,0,False
guys aaj ki breaking news! umar riaz ki jealous of ex camera man ritesh!he thinks he is more handsome and have more iq than him!! hahaha kahan se aate hai aise log??? roar like sher umar we love violent doctor,17,24,0,41,0.4146341463414634,0.5853658536585366,41.463414634146346,16,True
yogi g bohot thak gye mehnat karte karte ye valo k liye bharti nahi paiso vale k liye bharti hai 6 lakh constable 15 lakh SI ye bajar laga hua kb sudhrega system ab toh haar gya hu mehnat se 😭😭😭😭😭😭😭😭😭🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,36,2,0,38,0.9473684210526315,0.05263157894736842,5.263157894736848,4,True
bo meri hi behen h bhai,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
i am fine mujhe 🤔,1,3,0,4,0.25,0.75,25.0,1,True
Married logo ke b mazey hain jab dil chahta hoga kar lete honge (baatein).,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,3,True
but have headphones aise khule me nahi prostitution par hai,6,4,0,10,0.6,0.4,40.0,3,True
i tell everybody i am fine because kya hi kar loge agar nahi hu to??,8,7,0,15,0.5333333333333333,0.4666666666666667,46.666666666666664,1,True
don't worry guys ne ye plan already decode kar liya hain. woh channel walon aur makers ka ye plan successful nahi hone denge. so please trust him. asli khiladi umar,15,16,0,31,0.4838709677419355,0.5161290322580645,48.38709677419355,13,True
mujhe toh sb same lg rha h😹,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,2,True
ur princess mari too neend ki maa behn aik hoyi pari raat b nae ati din ko b nae,14,5,0,19,0.7368421052631579,0.2631578947368421,26.315789473684216,7,True
Yeh toh din pe din creepy banta ja raha hai. Self obsession hota hai dusron ke liye.,13,4,0,17,0.7647058823529411,0.23529411764705882,23.529411764705888,4,True
"delhi haryana side pollution bhut jayada tha already, upar se ped bhi kam hai iss side, highly density population hai. ban nahi hota to sab lagtey aur pollution aur jayada hp jata",21,11,0,32,0.65625,0.34375,34.375,11,True
acha hai dho saalon ko baap hain hum in k cricket hum ne hai inhain😂,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,6,True
b ready for sympathy card to be played by the one who takes at 4 a.m. next 2 days bhar bhar k sympathy legi. kabhi akeli rehkar.. bhi bus uska vo yi dialogue ki mujhe koi problem nahi hai karan jeete to,19,22,0,41,0.4634146341463415,0.5365853658536586,46.34146341463414,9,True
"no karan ne kabhi tu mera bhai hai aise kabhi jataya nahi woh bin karta hai sabkuch , umar is talking about vishal .",16,6,0,22,0.7272727272727273,0.2727272727272727,27.27272727272727,4,True
Aao kabhi CA final ke DT me,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,4,True
"Imran Khan doesnt give a dam. Plus,you have so much extra time on your hand that you went there for that word to say to him.. What a farigh lady you are",2,31,0,33,0.06060606060606061,0.9393939393939394,6.060606060606055,3,True
he inspires by yeah wala confidence chahiye.. 😂😂,3,4,0,7,0.42857142857142855,0.5714285714285714,42.85714285714286,4,True
dg ncb sn pradhan is at ncb headquarters in new delhi. he is being briefed about developments that have taken place in drug aryan khan drug bust case and allegations that have been levelled by independent witness.,3,34,0,37,0.08108108108108109,0.918918918918919,8.108108108108103,6,True
"Sahi keh rhe hain... They confirmed, they are communal.",4,5,0,9,0.4444444444444444,0.5555555555555556,44.44444444444444,1,True
Dear sir My name is Rishikesh I am student of B.pharma final year in Aligarh (Code.007) with roll no 1700750043 sir ji mere results abhi tak update nahi hua hai please sir mera results update kar dijiye please sir aap ki bahut kripya hogi please sir,19,27,0,46,0.41304347826086957,0.5869565217391305,41.30434782608695,16,True
:) kuch jyada hi busy hai phir bhi fangirls ko pyaar do :(,8,3,0,11,0.7272727272727273,0.2727272727272727,27.27272727272727,5,True
tum producer ho ? thank god tum nhi ho wrna flop hone aur millions loss hone k bad feb tak season chalati ? better apne career pe dhyan do. production team ko hi nhi pta unhe kaise profit hoga sirf tum logo ko pta hai,27,16,0,43,0.627906976744186,0.37209302325581395,37.2093023255814,22,True
report that fucking page y all khub kei badi boldo,4,6,0,10,0.4,0.6,40.0,1,True
Phir Single rah lenge or thoda gham seh lenge kam se kam Zinda to rahenge 😐,12,3,0,15,0.8,0.2,19.999999999999996,6,True
Ye log desh ke liye hain. Desh ki janata abhi tak inko samajh kyun nahin paa rahi hai?,17,1,0,18,0.9444444444444444,0.05555555555555555,5.555555555555558,2,True
excuse me tum ho kon jo tumhe koi excuse dega tum jaisi attention seeker ko space me fd related kuch nahi hota aap aur tu kyu aati hai fake id se space me tumhe matlab kya hai hum logo se ho kon tum tumhe koi bhaw b deta hai,36,13,0,49,0.7346938775510204,0.2653061224489796,26.530612244897956,17,True
good morning freind kaise ho aap,3,3,0,6,0.5,0.5,50.0,1,True
"Bhai ye bhi to btao ki jo road accident me log marte h uski me mafi mangni chahiye modi ko , jo cancer se mara uski bhi mafi , jo kedarnath me flood ayi thi uski bhi modi ko mafi mangi thi jo hmare yha ek kutte ka sardi se kal mar gya tha uska bhi jimmedar modi hi h...",53,5,0,58,0.9137931034482759,0.08620689655172414,8.62068965517241,8,True
Lol kuch bhi !!!! Rashmi k bina hi Umar accha tha jyada screen time milta tha ok,13,3,0,16,0.8125,0.1875,18.75,3,True
se pasa a las 22 que que cenar...,3,4,0,7,0.42857142857142855,0.5714285714285714,42.85714285714286,2,True
phir kon. usko bi to nhi keh sakty tm😏,5,3,0,8,0.625,0.375,37.5,4,True
He didn't promoted her movie also.... Sana keliye pay back kiya he woh..... Using Sid's dp????. Omg you guys without bond with sid aise bol rhe ho... 2saal se he knows sid nd sid knows him... How can he react... Grow up yaar thak chuke hum...,20,27,0,47,0.425531914893617,0.574468085106383,42.553191489361694,12,True
army mujhe ni ladna,3,1,0,4,0.75,0.25,25.0,1,True
"hang out with us instead I think a lot of us want to nap 24/7 but we're baggy-eyed together@, making stuff happen!",0,23,0,23,0.0,1.0,0.0,0,False
Coz teju ki general baatein bhi uske liye imp h nd wo apne oopar leta h uski hr baat dat says a lot ki bnda kitna serious h apni ko le k Nd den ppl say ki wo toxic h,21,19,0,40,0.525,0.475,47.5,16,True
Jb rajeev ne bola kundri...tb maine yahi socha ki teju bulaye kundrii...ar tabhi ye hua.. kuch ar bhi sochti wo bhi ho jata aaj to,22,5,0,27,0.8148148148148148,0.18518518518518517,18.518518518518523,8,True
"Yeah very sad, dekhne bhi 170 mile dur dusri city me jana padega yaha bc sab khud ki movie lagate h ye gore Saale 😒",15,8,0,23,0.6521739130434783,0.34782608695652173,34.78260869565217,11,True
maha bewakoof insaan hai ye . mat bulaya karo aise ko.,8,2,0,10,0.8,0.2,19.999999999999996,3,True
multan sultan 💚 silver - round 4 imran khan snr 🇵🇰,2,5,0,7,0.2857142857142857,0.7142857142857143,28.57142857142857,4,True
also itna zyada hype mat kro bb digest ni hota h🙂,6,4,0,10,0.6,0.4,40.0,5,True
Chutiya from Banglore. Standard have fallen long back...,2,6,0,8,0.25,0.75,25.0,2,True
cunta har la san martn a nuestra liga 0...,3,5,0,8,0.375,0.625,37.5,5,True
se enoj nacho,1,2,0,3,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
Meme churana bhi koi fact check hai kya.... But one thing is very evident about tr ....ye sab ke manas putra hain ..aata jata kuch nahin...aur sabko dharm ka gyan dete hain....,24,9,0,33,0.7272727272727273,0.2727272727272727,27.27272727272727,4,True
Are pata hai bhai mere ko . M to aise hi likha hai 😂,9,3,0,12,0.75,0.25,25.0,3,True
aakhri aa hi gyi thand ❄🧦🧥☃ aap ke yha pe kasi hai thandi...☺ kuch suggest kro bhoot sardi lag rahi hai 🌨 🧦 koi hai online hai k abhi ....?,24,2,0,26,0.9230769230769231,0.07692307692307693,7.692307692307687,4,True
"Sir, plz Dsssb k jo abhi recently exams huye hai unke result and next steps bhi thoda tez krwa dijiye, qki main UP se belong krta hu, family ko support krne k liye ek hi option tha Gov job but desh me system hai ki itna slow hai ki..",31,18,0,49,0.6326530612244898,0.3673469387755102,36.73469387755102,21,True
aise mein koi kaise deserves extension,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,1,True
ap dp change kar skte ho ? confusion hota h bhoot nation demands pratik,7,6,0,13,0.5384615384615384,0.46153846153846156,46.15384615384615,8,True
Mitron ab aye h achche din kaise lage,6,2,0,8,0.75,0.25,25.0,3,True
abhi malik can still win p,2,4,0,6,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
bina modi ka naam liye tumhara ghar chalta nahi hai kuch dhang ka content nahi milta hai to bas modi aur bjp ko badnaam karo tumse bada nahi dekha,27,2,0,29,0.9310344827586207,0.06896551724137931,6.896551724137934,4,True
